date,amount,description,category
2026-01-01,3028.33,Salary Deposit,Income
2026-01-01,-101.27,Subway,Transport
2026-01-01,-1223.94,Monthly Rent,Rent
2026-01-01,-153.04,Phone Bill,Utilities
2026-01-01,-161.21,Groceries,Food
2026-01-01,-45.62,Electric Bill,Utilities
2026-01-01,-1307.44,Monthly Rent,Rent
2026-01-01,-109.15,Coffee Shop,Food
2026-01-01,-140.71,Cinema,Entertainment
2026-01-01,-98.13,Electric Bill,Utilities
2026-01-01,-129.18,Uber,Transport
2026-01-01,-195.31,Internet,Utilities
2026-01-01,-53.72,Groceries,Food
2026-01-01,-169.82,Uber,Transport
2026-01-01,3563.75,Salary Deposit,Income
2026-01-01,-173.94,Electric Bill,Utilities
2026-01-01,-1369.09,Monthly Rent,Rent
2026-01-01,-131.36,Restaurant,Food
2026-01-01,-134.9,Internet,Utilities
2026-01-01,-1085.35,Monthly Rent,Rent
2026-01-01,-1150.66,Monthly Rent,Rent
2026-01-01,-94.03,Fast Food,Food
2026-01-01,-39.88,Fast Food,Food
2026-01-01,3749.86,Salary Deposit,Income
2026-01-01,-138.34,Netflix,Entertainment
2026-01-01,-153.76,Internet,Utilities
2026-01-01,-79.04,Concert,Entertainment
2026-01-01,-1112.11,Monthly Rent,Rent
2026-01-02,-1095.82,Monthly Rent,Rent
2026-01-02,-1300.04,Monthly Rent,Rent
2026-01-02,-51.71,Cinema,Entertainment
2026-01-02,-1252.55,Monthly Rent,Rent
2026-01-02,-1196.12,Monthly Rent,Rent
2026-01-02,-130.27,Subway,Transport
2026-01-02,-171.29,Coffee Shop,Food
2026-01-02,-147.99,Restaurant,Food
2026-01-02,-161.93,Flight,Transport
2026-01-02,-180.53,Phone Bill,Utilities
2026-01-02,-122.54,Internet,Utilities
2026-01-02,2656.22,Salary Deposit,Income
2026-01-02,4822.91,Salary Deposit,Income
2026-01-02,-197.31,Gas Station,Transport
2026-01-02,-90.43,Cinema,Entertainment
2026-01-02,-99.79,Groceries,Food
2026-01-02,-1438.93,Monthly Rent,Rent
2026-01-02,-60.2,Spotify,Entertainment
2026-01-02,-107.02,Gas Station,Transport
2026-01-02,-199.34,Concert,Entertainment
2026-01-02,-134.47,Coffee Shop,Food
2026-01-02,-72.62,Netflix,Entertainment
2026-01-02,-46.24,Water Bill,Utilities
2026-01-02,-45.33,Electric Bill,Utilities
2026-01-02,-1249.95,Monthly Rent,Rent
2026-01-02,-183.74,Concert,Entertainment
2026-01-02,-96.04,Uber,Transport
2026-01-02,-15.29,Netflix,Entertainment
2026-01-02,-12.99,Cinema,Entertainment
2026-01-02,4746.68,Salary Deposit,Income
2026-01-02,2695.82,Salary Deposit,Income
2026-01-02,-79.37,Fast Food,Food
2026-01-02,-185.76,Subway,Transport
2026-01-02,-37.71,Internet,Utilities
2026-01-02,-197.44,Water Bill,Utilities
2026-01-02,-1448.22,Monthly Rent,Rent
2026-01-02,-164.85,Cinema,Entertainment
2026-01-02,-1006.34,Monthly Rent,Rent
2026-01-02,-87.08,Restaurant,Food
2026-01-02,-1266.22,Monthly Rent,Rent
2026-01-02,-1285.37,Monthly Rent,Rent
2026-01-02,-189.14,Netflix,Entertainment
2026-01-02,-10.51,Subway,Transport
2026-01-02,-103.72,Water Bill,Utilities
2026-01-02,-1287.77,Monthly Rent,Rent
2026-01-02,-102.8,Uber,Transport
2026-01-02,-1326.11,Monthly Rent,Rent
2026-01-02,-184.62,Netflix,Entertainment
2026-01-02,-67.0,Spotify,Entertainment
2026-01-02,-66.47,Fast Food,Food
2026-01-02,-169.63,Electric Bill,Utilities
2026-01-02,-56.32,Fast Food,Food
2026-01-02,-1381.71,Monthly Rent,Rent
2026-01-02,-160.67,Gas Station,Transport
2026-01-02,-1328.09,Monthly Rent,Rent
2026-01-03,-113.7,Phone Bill,Utilities
2026-01-03,-28.88,Coffee Shop,Food
2026-01-03,-144.65,Fast Food,Food
2026-01-03,-949.75,Uber,Transport
2026-01-03,-43.25,Gas Station,Transport
2026-01-03,-61.76,Electric Bill,Utilities
2026-01-03,-42.26,Cinema,Entertainment
2026-01-03,-67.31,Phone Bill,Utilities
2026-01-03,2623.01,Salary Deposit,Income
2026-01-03,3512.3,Salary Deposit,Income
2026-01-03,-47.68,Concert,Entertainment
2026-01-03,-100.33,Groceries,Food
2026-01-03,-26.42,Water Bill,Utilities
2026-01-03,-33.41,Restaurant,Food
2026-01-03,-162.89,Subway,Transport
2026-01-03,-1012.33,Monthly Rent,Rent
2026-01-03,4935.64,Salary Deposit,Income
2026-01-03,3804.78,Salary Deposit,Income
2026-01-03,-1302.91,Monthly Rent,Rent
2026-01-03,-47.12,Cinema,Entertainment
2026-01-03,3085.51,Salary Deposit,Income
2026-01-03,-1253.53,Monthly Rent,Rent
2026-01-03,-23.34,Fast Food,Food
2026-01-03,-1160.24,Monthly Rent,Rent
2026-01-03,-176.5,Uber,Transport
2026-01-03,-112.25,Coffee Shop,Food
2026-01-03,-199.4,Concert,Entertainment
2026-01-03,-128.76,Fast Food,Food
2026-01-03,-64.13,Internet,Utilities
2026-01-03,-79.1,Concert,Entertainment
2026-01-03,-1124.33,Monthly Rent,Rent
2026-01-03,-51.95,Flight,Transport
2026-01-03,-119.53,Flight,Transport
2026-01-03,-1320.52,Monthly Rent,Rent
2026-01-03,-41.45,Electric Bill,Utilities
2026-01-03,-168.97,Concert,Entertainment
2026-01-03,-65.34,Electric Bill,Utilities
2026-01-03,-27.0,Gas Station,Transport
2026-01-03,-164.73,Water Bill,Utilities
2026-01-03,-172.34,Groceries,Food
2026-01-03,-1176.29,Monthly Rent,Rent
2026-01-03,-73.94,Cinema,Entertainment
2026-01-03,-75.54,Spotify,Entertainment
2026-01-03,-131.98,Coffee Shop,Food
2026-01-03,-148.7,Fast Food,Food
2026-01-03,3862.05,Salary Deposit,Income
2026-01-03,-121.5,Groceries,Food
2026-01-03,-18.63,Internet,Utilities
2026-01-03,2626.11,Salary Deposit,Income
2026-01-03,-21.62,Concert,Entertainment
2026-01-03,2499.65,Salary Deposit,Income
2026-01-03,-17.07,Groceries,Food
2026-01-03,-152.73,Restaurant,Food
2026-01-03,-1441.7,Monthly Rent,Rent
2026-01-03,-69.15,Groceries,Food
2026-01-03,-985.13,Spotify,Entertainment
2026-01-04,2332.55,Salary Deposit,Income
2026-01-04,-1390.39,Monthly Rent,Rent
2026-01-04,-109.47,Fast Food,Food
2026-01-04,-135.59,Netflix,Entertainment
2026-01-04,-43.0,Restaurant,Food
2026-01-04,3796.1,Salary Deposit,Income
2026-01-04,4051.66,Salary Deposit,Income
2026-01-04,-177.42,Flight,Transport
2026-01-04,-41.42,Flight,Transport
2026-01-04,-79.28,Spotify,Entertainment
2026-01-04,4358.05,Salary Deposit,Income
2026-01-04,-194.84,Restaurant,Food
2026-01-04,-94.44,Internet,Utilities
2026-01-04,-93.3,Fast Food,Food
2026-01-04,-76.02,Coffee Shop,Food
2026-01-04,-101.06,Netflix,Entertainment
2026-01-04,-120.52,Uber,Transport
2026-01-04,-1320.75,Monthly Rent,Rent
2026-01-04,-142.55,Electric Bill,Utilities
2026-01-04,-93.93,Spotify,Entertainment
2026-01-04,-126.64,Spotify,Entertainment
2026-01-04,-166.61,Coffee Shop,Food
2026-01-04,-1362.84,Monthly Rent,Rent
2026-01-04,-92.22,Restaurant,Food
2026-01-04,-1345.65,Monthly Rent,Rent
2026-01-04,2879.04,Salary Deposit,Income
2026-01-04,-116.08,Restaurant,Food
2026-01-04,-181.94,Water Bill,Utilities
2026-01-04,-1125.97,Monthly Rent,Rent
2026-01-04,3812.36,Salary Deposit,Income
2026-01-04,-131.14,Spotify,Entertainment
2026-01-04,-57.38,Gas Station,Transport
2026-01-04,-131.88,Spotify,Entertainment
2026-01-04,-45.75,Spotify,Entertainment
2026-01-04,-184.11,Internet,Utilities
2026-01-04,-1360.82,Monthly Rent,Rent
2026-01-04,-176.31,Cinema,Entertainment
2026-01-04,-1303.55,Monthly Rent,Rent
2026-01-04,-192.68,Spotify,Entertainment
2026-01-04,-176.39,Restaurant,Food
2026-01-04,3103.99,Salary Deposit,Income
2026-01-04,-1231.53,Monthly Rent,Rent
2026-01-04,-111.8,Coffee Shop,Food
2026-01-04,-94.1,Internet,Utilities
2026-01-04,-181.82,Groceries,Food
2026-01-04,-145.5,Phone Bill,Utilities
2026-01-04,2288.81,Salary Deposit,Income
2026-01-04,-134.64,Phone Bill,Utilities
2026-01-04,-144.83,Phone Bill,Utilities
2026-01-04,-114.14,Coffee Shop,Food
2026-01-04,-1083.39,Monthly Rent,Rent
2026-01-04,-199.81,Subway,Transport
2026-01-04,-1324.92,Monthly Rent,Rent
2026-01-04,-62.88,Phone Bill,Utilities
2026-01-04,-30.16,Coffee Shop,Food
2026-01-04,-44.03,Internet,Utilities
2026-01-04,-139.23,Fast Food,Food
2026-01-04,-157.42,Fast Food,Food
2026-01-04,-193.78,Electric Bill,Utilities
2026-01-05,-168.34,Netflix,Entertainment
2026-01-05,-1389.63,Monthly Rent,Rent
2026-01-05,3333.24,Salary Deposit,Income
2026-01-05,-1430.08,Monthly Rent,Rent
2026-01-05,4837.59,Salary Deposit,Income
2026-01-05,-25.86,Restaurant,Food
2026-01-05,4782.6,Salary Deposit,Income
2026-01-05,-28.92,Fast Food,Food
2026-01-05,-124.06,Water Bill,Utilities
2026-01-05,-1012.4,Monthly Rent,Rent
2026-01-05,-132.69,Subway,Transport
2026-01-05,-1364.73,Monthly Rent,Rent
2026-01-05,-1229.05,Monthly Rent,Rent
2026-01-05,-103.19,Netflix,Entertainment
2026-01-05,-191.29,Spotify,Entertainment
2026-01-05,-179.35,Netflix,Entertainment
2026-01-05,-170.87,Concert,Entertainment
2026-01-05,4382.65,Salary Deposit,Income
2026-01-05,-198.83,Coffee Shop,Food
2026-01-05,2263.6,Salary Deposit,Income
2026-01-05,-11.03,Coffee Shop,Food
2026-01-05,-152.09,Groceries,Food
2026-01-05,-79.24,Coffee Shop,Food
2026-01-05,-136.65,Electric Bill,Utilities
2026-01-05,-10.35,Flight,Transport
2026-01-05,3592.04,Salary Deposit,Income
2026-01-05,3155.15,Salary Deposit,Income
2026-01-05,-188.6,Cinema,Entertainment
2026-01-05,-1035.12,Monthly Rent,Rent
2026-01-05,-1118.68,Monthly Rent,Rent
2026-01-05,-143.85,Flight,Transport
2026-01-05,-85.62,Netflix,Entertainment
2026-01-05,-112.02,Uber,Transport
2026-01-05,2980.59,Salary Deposit,Income
2026-01-05,2316.3,Salary Deposit,Income
2026-01-05,-130.3,Cinema,Entertainment
2026-01-05,-144.75,Netflix,Entertainment
2026-01-06,-60.4,Electric Bill,Utilities
2026-01-06,-16.72,Gas Station,Transport
2026-01-06,-152.98,Coffee Shop,Food
2026-01-06,-1451.58,Monthly Rent,Rent
2026-01-06,-156.88,Gas Station,Transport
2026-01-06,-20.28,Fast Food,Food
2026-01-06,-98.65,Gas Station,Transport
2026-01-06,4812.53,Salary Deposit,Income
2026-01-06,-144.42,Internet,Utilities
2026-01-06,-48.08,Coffee Shop,Food
2026-01-06,-1405.98,Monthly Rent,Rent
2026-01-06,3845.78,Salary Deposit,Income
2026-01-06,-539.1,Phone Bill,Utilities
2026-01-06,-1100.45,Monthly Rent,Rent
2026-01-06,-157.15,Uber,Transport
2026-01-06,-24.78,Concert,Entertainment
2026-01-06,-145.77,Fast Food,Food
2026-01-06,-1121.29,Monthly Rent,Rent
2026-01-06,4915.89,Salary Deposit,Income
2026-01-06,4098.0,Salary Deposit,Income
2026-01-06,2888.67,Salary Deposit,Income
2026-01-06,-17.22,Coffee Shop,Food
2026-01-06,-1023.6,Monthly Rent,Rent
2026-01-06,-77.51,Water Bill,Utilities
2026-01-06,-1400.53,Monthly Rent,Rent
2026-01-06,-110.19,Internet,Utilities
2026-01-06,-1236.6,Monthly Rent,Rent
2026-01-06,2691.99,Salary Deposit,Income
2026-01-06,-24.3,Groceries,Food
2026-01-06,-126.81,Spotify,Entertainment
2026-01-06,-101.54,Restaurant,Food
2026-01-06,-1282.29,Monthly Rent,Rent
2026-01-06,-1085.84,Monthly Rent,Rent
2026-01-06,-26.87,Fast Food,Food
2026-01-06,-1391.58,Monthly Rent,Rent
2026-01-06,-74.19,Phone Bill,Utilities
2026-01-06,3604.45,Salary Deposit,Income
2026-01-06,-148.93,Gas Station,Transport
2026-01-06,-188.07,Fast Food,Food
2026-01-06,-48.83,Concert,Entertainment
2026-01-06,-76.72,Groceries,Food
2026-01-06,-1439.33,Monthly Rent,Rent
2026-01-06,-86.04,Restaurant,Food
2026-01-06,-762.89,Concert,Entertainment
2026-01-07,-159.24,Netflix,Entertainment
2026-01-07,-40.59,Flight,Transport
2026-01-07,-199.7,Uber,Transport
2026-01-07,-87.99,Gas Station,Transport
2026-01-07,4847.85,Salary Deposit,Income
2026-01-07,-1265.43,Monthly Rent,Rent
2026-01-07,3107.69,Salary Deposit,Income
2026-01-07,-1376.46,Monthly Rent,Rent
2026-01-07,-194.29,Water Bill,Utilities
2026-01-07,-133.79,Subway,Transport
2026-01-07,-37.92,Coffee Shop,Food
2026-01-07,-102.81,Gas Station,Transport
2026-01-07,-13.1,Fast Food,Food
2026-01-07,-168.28,Phone Bill,Utilities
2026-01-07,-143.64,Restaurant,Food
2026-01-07,-22.5,Concert,Entertainment
2026-01-07,-14.9,Phone Bill,Utilities
2026-01-07,-44.03,Netflix,Entertainment
2026-01-07,-67.82,Fast Food,Food
2026-01-07,-83.17,Restaurant,Food
2026-01-07,4075.51,Salary Deposit,Income
2026-01-07,-71.8,Netflix,Entertainment
2026-01-07,-118.84,Concert,Entertainment
2026-01-07,-1022.38,Monthly Rent,Rent
2026-01-07,-89.83,Spotify,Entertainment
2026-01-07,-64.87,Cinema,Entertainment
2026-01-07,3475.41,Salary Deposit,Income
2026-01-07,-1202.94,Monthly Rent,Rent
2026-01-07,-1076.52,Monthly Rent,Rent
2026-01-07,-141.9,Fast Food,Food
2026-01-07,-1070.31,Monthly Rent,Rent
2026-01-07,-1324.18,Monthly Rent,Rent
2026-01-07,-1328.1,Monthly Rent,Rent
2026-01-07,-1253.01,Monthly Rent,Rent
2026-01-07,-187.8,Restaurant,Food
2026-01-07,-122.51,Phone Bill,Utilities
2026-01-07,-101.23,Internet,Utilities
2026-01-07,-89.96,Netflix,Entertainment
2026-01-07,-107.19,Groceries,Food
2026-01-07,-106.44,Netflix,Entertainment
2026-01-07,-97.03,Water Bill,Utilities
2026-01-07,-63.16,Netflix,Entertainment
2026-01-07,-128.73,Netflix,Entertainment
2026-01-07,-1372.13,Monthly Rent,Rent
2026-01-07,-86.95,Internet,Utilities
2026-01-07,-79.11,Restaurant,Food
2026-01-07,-1133.24,Monthly Rent,Rent
2026-01-07,-54.88,Spotify,Entertainment
2026-01-07,-39.58,Concert,Entertainment
2026-01-08,2580.17,Salary Deposit,Income
2026-01-08,-187.76,Cinema,Entertainment
2026-01-08,-83.61,Coffee Shop,Food
2026-01-08,2557.69,Salary Deposit,Income
2026-01-08,-176.65,Restaurant,Food
2026-01-08,-87.28,Subway,Transport
2026-01-08,-22.52,Subway,Transport
2026-01-08,-14.07,Flight,Transport
2026-01-08,-30.02,Gas Station,Transport
2026-01-08,-129.19,Cinema,Entertainment
2026-01-08,-146.56,Subway,Transport
2026-01-08,-153.31,Internet,Utilities
2026-01-08,-135.52,Fast Food,Food
2026-01-08,-132.91,Flight,Transport
2026-01-08,2070.56,Salary Deposit,Income
2026-01-08,-163.13,Coffee Shop,Food
2026-01-08,-125.83,Cinema,Entertainment
2026-01-08,-62.69,Fast Food,Food
2026-01-08,-86.61,Internet,Utilities
2026-01-08,-146.11,Flight,Transport
2026-01-08,-167.31,Groceries,Food
2026-01-08,3762.71,Salary Deposit,Income
2026-01-08,3209.63,Salary Deposit,Income
2026-01-08,-77.46,Fast Food,Food
2026-01-08,-33.89,Flight,Transport
2026-01-08,-1415.18,Monthly Rent,Rent
2026-01-08,-118.24,Uber,Transport
2026-01-08,-78.52,Spotify,Entertainment
2026-01-08,-129.03,Internet,Utilities
2026-01-08,-42.79,Restaurant,Food
2026-01-08,-25.59,Restaurant,Food
2026-01-08,4488.28,Salary Deposit,Income
2026-01-08,-153.16,Water Bill,Utilities
2026-01-08,-52.57,Flight,Transport
2026-01-08,-128.24,Cinema,Entertainment
2026-01-08,2542.17,Salary Deposit,Income
2026-01-08,-105.21,Uber,Transport
2026-01-08,2210.08,Salary Deposit,Income
2026-01-08,-52.69,Coffee Shop,Food
2026-01-08,-1367.55,Monthly Rent,Rent
2026-01-08,-44.37,Phone Bill,Utilities
2026-01-08,-78.86,Netflix,Entertainment
2026-01-08,-154.84,Subway,Transport
2026-01-08,-1376.91,Monthly Rent,Rent
2026-01-08,-108.35,Flight,Transport
2026-01-08,-38.11,Spotify,Entertainment
2026-01-09,-73.97,Concert,Entertainment
2026-01-09,-558.01,Concert,Entertainment
2026-01-09,-182.21,Internet,Utilities
2026-01-09,-76.29,Fast Food,Food
2026-01-09,-169.45,Uber,Transport
2026-01-09,-170.84,Subway,Transport
2026-01-09,-118.06,Netflix,Entertainment
2026-01-09,3882.79,Salary Deposit,Income
2026-01-09,-24.43,Coffee Shop,Food
2026-01-09,-11.58,Uber,Transport
2026-01-09,4683.21,Salary Deposit,Income
2026-01-09,-67.21,Phone Bill,Utilities
2026-01-09,-190.13,Phone Bill,Utilities
2026-01-09,-1465.47,Monthly Rent,Rent
2026-01-09,-188.15,Coffee Shop,Food
2026-01-09,-121.36,Concert,Entertainment
2026-01-09,-87.51,Gas Station,Transport
2026-01-09,-107.67,Internet,Utilities
2026-01-09,-53.54,Phone Bill,Utilities
2026-01-09,-13.6,Restaurant,Food
2026-01-09,-42.15,Water Bill,Utilities
2026-01-09,-146.81,Uber,Transport
2026-01-09,-156.6,Flight,Transport
2026-01-09,-1062.96,Monthly Rent,Rent
2026-01-09,3626.23,Salary Deposit,Income
2026-01-09,4654.97,Salary Deposit,Income
2026-01-09,-95.33,Flight,Transport
2026-01-09,-156.12,Internet,Utilities
2026-01-09,-1318.68,Monthly Rent,Rent
2026-01-09,-114.58,Gas Station,Transport
2026-01-09,-165.65,Coffee Shop,Food
2026-01-09,-88.41,Electric Bill,Utilities
2026-01-09,-136.7,Flight,Transport
2026-01-09,-186.65,Fast Food,Food
2026-01-09,-120.58,Gas Station,Transport
2026-01-09,-111.93,Gas Station,Transport
2026-01-09,-134.4,Cinema,Entertainment
2026-01-09,-82.45,Cinema,Entertainment
2026-01-09,-1308.24,Monthly Rent,Rent
2026-01-09,-159.5,Subway,Transport
2026-01-09,-1179.13,Monthly Rent,Rent
2026-01-09,-157.54,Gas Station,Transport
2026-01-09,-43.61,Fast Food,Food
2026-01-09,-133.53,Spotify,Entertainment
2026-01-09,-1368.49,Monthly Rent,Rent
2026-01-09,-105.85,Concert,Entertainment
2026-01-09,4643.43,Salary Deposit,Income
2026-01-09,-57.48,Netflix,Entertainment
2026-01-09,-73.75,Internet,Utilities
2026-01-09,-172.94,Groceries,Food
2026-01-09,2361.26,Salary Deposit,Income
2026-01-09,-110.1,Fast Food,Food
2026-01-09,-60.29,Restaurant,Food
2026-01-09,-19.25,Electric Bill,Utilities
2026-01-09,-23.66,Water Bill,Utilities
2026-01-09,-1202.72,Monthly Rent,Rent
2026-01-09,-137.04,Coffee Shop,Food
2026-01-09,-180.55,Gas Station,Transport
2026-01-09,-41.95,Uber,Transport
2026-01-09,-199.13,Uber,Transport
2026-01-09,-120.94,Internet,Utilities
2026-01-10,3768.87,Salary Deposit,Income
2026-01-10,3137.06,Salary Deposit,Income
2026-01-10,-117.35,Cinema,Entertainment
2026-01-10,-73.12,Flight,Transport
2026-01-10,-98.34,Spotify,Entertainment
2026-01-10,-1036.51,Monthly Rent,Rent
2026-01-10,-177.76,Spotify,Entertainment
2026-01-10,-55.27,Coffee Shop,Food
2026-01-10,-127.93,Water Bill,Utilities
2026-01-10,3101.6,Salary Deposit,Income
2026-01-10,-173.68,Netflix,Entertainment
2026-01-10,-137.64,Coffee Shop,Food
2026-01-10,4048.2,Salary Deposit,Income
2026-01-10,4217.54,Salary Deposit,Income
2026-01-10,-37.03,Gas Station,Transport
2026-01-10,4651.49,Salary Deposit,Income
2026-01-10,-1307.71,Monthly Rent,Rent
2026-01-10,3124.56,Salary Deposit,Income
2026-01-10,4680.73,Salary Deposit,Income
2026-01-10,-23.53,Spotify,Entertainment
2026-01-10,-1476.22,Monthly Rent,Rent
2026-01-10,-153.4,Electric Bill,Utilities
2026-01-10,-1450.33,Monthly Rent,Rent
2026-01-10,-1071.98,Monthly Rent,Rent
2026-01-10,4930.58,Salary Deposit,Income
2026-01-10,-104.0,Groceries,Food
2026-01-10,-20.83,Groceries,Food
2026-01-10,-1487.36,Monthly Rent,Rent
2026-01-10,2908.93,Salary Deposit,Income
2026-01-10,-1263.94,Monthly Rent,Rent
2026-01-10,-179.43,Fast Food,Food
2026-01-10,-1013.92,Monthly Rent,Rent
2026-01-10,-136.9,Groceries,Food
2026-01-10,-112.01,Internet,Utilities
2026-01-10,-183.74,Concert,Entertainment
2026-01-10,-127.19,Internet,Utilities
2026-01-10,-108.93,Fast Food,Food
2026-01-10,-192.76,Gas Station,Transport
2026-01-10,3859.94,Salary Deposit,Income
2026-01-10,-122.19,Concert,Entertainment
2026-01-10,-52.24,Electric Bill,Utilities
2026-01-10,-1366.39,Monthly Rent,Rent
2026-01-10,-1129.38,Monthly Rent,Rent
2026-01-10,-138.98,Groceries,Food
2026-01-10,-153.55,Netflix,Entertainment
2026-01-10,-29.98,Phone Bill,Utilities
2026-01-10,2244.63,Salary Deposit,Income
2026-01-10,-1437.61,Monthly Rent,Rent
2026-01-10,-1344.78,Monthly Rent,Rent
2026-01-11,-43.16,Groceries,Food
2026-01-11,-1479.66,Monthly Rent,Rent
2026-01-11,3969.66,Salary Deposit,Income
2026-01-11,-1342.89,Monthly Rent,Rent
2026-01-11,3523.49,Salary Deposit,Income
2026-01-11,-24.83,Uber,Transport
2026-01-11,-138.93,Concert,Entertainment
2026-01-11,-165.69,Spotify,Entertainment
2026-01-11,-77.01,Water Bill,Utilities
2026-01-11,-164.43,Cinema,Entertainment
2026-01-11,3214.42,Salary Deposit,Income
2026-01-11,-98.4,Spotify,Entertainment
2026-01-11,3337.9,Salary Deposit,Income
2026-01-11,-84.97,Restaurant,Food
2026-01-11,-137.04,Phone Bill,Utilities
2026-01-11,-160.3,Cinema,Entertainment
2026-01-11,-1305.56,Monthly Rent,Rent
2026-01-11,4070.95,Salary Deposit,Income
2026-01-11,-126.8,Concert,Entertainment
2026-01-11,-176.68,Electric Bill,Utilities
2026-01-11,-38.27,Cinema,Entertainment
2026-01-11,-138.04,Flight,Transport
2026-01-11,-70.76,Fast Food,Food
2026-01-11,-1434.12,Monthly Rent,Rent
2026-01-11,4490.79,Salary Deposit,Income
2026-01-11,-198.04,Coffee Shop,Food
2026-01-11,-113.9,Fast Food,Food
2026-01-11,-107.95,Subway,Transport
2026-01-11,-29.2,Gas Station,Transport
2026-01-11,-63.39,Flight,Transport
2026-01-11,-1218.98,Monthly Rent,Rent
2026-01-11,-193.03,Uber,Transport
2026-01-11,-178.3,Flight,Transport
2026-01-11,-21.34,Uber,Transport
2026-01-11,-136.95,Fast Food,Food
2026-01-11,-18.52,Gas Station,Transport
2026-01-11,-13.79,Flight,Transport
2026-01-11,-117.92,Netflix,Entertainment
2026-01-11,-182.4,Subway,Transport
2026-01-11,-80.9,Phone Bill,Utilities
2026-01-11,-54.56,Electric Bill,Utilities
2026-01-11,-1379.52,Monthly Rent,Rent
2026-01-11,4275.67,Salary Deposit,Income
2026-01-11,-81.49,Water Bill,Utilities
2026-01-11,-19.57,Subway,Transport
2026-01-11,2085.64,Salary Deposit,Income
2026-01-11,-193.24,Netflix,Entertainment
2026-01-11,-41.24,Spotify,Entertainment
2026-01-11,-11.51,Fast Food,Food
2026-01-11,-1473.36,Monthly Rent,Rent
2026-01-11,-142.85,Concert,Entertainment
2026-01-11,4816.62,Salary Deposit,Income
2026-01-11,-180.48,Flight,Transport
2026-01-11,-1054.49,Monthly Rent,Rent
2026-01-11,-98.65,Flight,Transport
2026-01-11,2414.92,Salary Deposit,Income
2026-01-11,-11.14,Phone Bill,Utilities
2026-01-12,-15.07,Water Bill,Utilities
2026-01-12,4871.11,Salary Deposit,Income
2026-01-12,-63.71,Subway,Transport
2026-01-12,-181.68,Netflix,Entertainment
2026-01-12,-1364.91,Monthly Rent,Rent
2026-01-12,-185.67,Uber,Transport
2026-01-12,-1072.59,Monthly Rent,Rent
2026-01-12,-114.29,Internet,Utilities
2026-01-12,-93.2,Internet,Utilities
2026-01-12,-180.2,Uber,Transport
2026-01-12,-82.15,Netflix,Entertainment
2026-01-12,-60.96,Netflix,Entertainment
2026-01-12,-1037.73,Monthly Rent,Rent
2026-01-12,2097.58,Salary Deposit,Income
2026-01-12,-18.04,Coffee Shop,Food
2026-01-12,-1363.04,Monthly Rent,Rent
2026-01-12,-79.41,Phone Bill,Utilities
2026-01-12,-196.18,Coffee Shop,Food
2026-01-12,-166.19,Internet,Utilities
2026-01-12,-69.61,Gas Station,Transport
2026-01-12,-36.01,Electric Bill,Utilities
2026-01-12,-1382.52,Monthly Rent,Rent
2026-01-12,-18.02,Netflix,Entertainment
2026-01-12,-37.11,Spotify,Entertainment
2026-01-12,-1325.87,Monthly Rent,Rent
2026-01-12,-1272.91,Monthly Rent,Rent
2026-01-12,3779.07,Salary Deposit,Income
2026-01-12,-1352.9,Monthly Rent,Rent
2026-01-12,-17.4,Spotify,Entertainment
2026-01-12,4541.51,Salary Deposit,Income
2026-01-12,-155.47,Uber,Transport
2026-01-12,-169.55,Spotify,Entertainment
2026-01-12,-185.55,Phone Bill,Utilities
2026-01-12,3648.28,Salary Deposit,Income
2026-01-12,-93.75,Internet,Utilities
2026-01-12,-146.17,Subway,Transport
2026-01-12,3612.75,Salary Deposit,Income
2026-01-12,-173.81,Fast Food,Food
2026-01-12,-45.83,Water Bill,Utilities
2026-01-12,-131.7,Flight,Transport
2026-01-12,-46.93,Restaurant,Food
2026-01-12,3347.94,Salary Deposit,Income
2026-01-12,-190.35,Electric Bill,Utilities
2026-01-12,-103.21,Uber,Transport
2026-01-12,3292.8,Salary Deposit,Income
2026-01-12,-110.69,Phone Bill,Utilities
2026-01-12,-1104.27,Monthly Rent,Rent
2026-01-12,-76.79,Flight,Transport
2026-01-12,-118.51,Restaurant,Food
2026-01-12,-10.85,Coffee Shop,Food
2026-01-12,-44.66,Uber,Transport
2026-01-12,-168.35,Groceries,Food
2026-01-12,-119.87,Cinema,Entertainment
2026-01-12,-20.95,Restaurant,Food
2026-01-12,2662.55,Salary Deposit,Income
2026-01-12,-38.83,Subway,Transport
2026-01-12,-1245.81,Monthly Rent,Rent
2026-01-12,2140.42,Salary Deposit,Income
2026-01-12,-100.85,Gas Station,Transport
2026-01-12,-132.95,Concert,Entertainment
2026-01-12,-1393.74,Monthly Rent,Rent
2026-01-13,-91.75,Flight,Transport
2026-01-13,-197.77,Cinema,Entertainment
2026-01-13,-86.98,Spotify,Entertainment
2026-01-13,-24.13,Coffee Shop,Food
2026-01-13,2663.07,Salary Deposit,Income
2026-01-13,-100.71,Uber,Transport
2026-01-13,-138.29,Internet,Utilities
2026-01-13,4991.12,Salary Deposit,Income
2026-01-13,3762.09,Salary Deposit,Income
2026-01-13,-161.73,Netflix,Entertainment
2026-01-13,-165.38,Spotify,Entertainment
2026-01-13,-64.98,Water Bill,Utilities
2026-01-13,3578.81,Salary Deposit,Income
2026-01-13,3678.05,Salary Deposit,Income
2026-01-13,-144.5,Fast Food,Food
2026-01-13,4382.81,Salary Deposit,Income
2026-01-13,-46.29,Uber,Transport
